Chromosome	Start	End	CovA1	FreqCA1	CovA2	FreqCA2	CovB1	FreqCB1	CovB2	FreqCB2	pvalue	Methyl diff	Methylation state in Condition_A
1	178525	178526	12	5	17	8	19	0	13	0	0.040321853263025	44.8277768560057	hypermeth
1	178545	178546	13	5	18	8	18	0	12	0	0.0443933177467396	41.9358663882651	hypermeth
1	178553	178554	13	7	18	10	18	1	12	0	0.0415868289480082	51.5054854474934	hypermeth
1	178595	178596	12	3	18	9	19	0	13	0	0.0453884703544226	40.0004022256929	hypermeth
1	252480	252481	23	7	23	13	16	16	16	16	0.0349006544981233	-56.524256910025	hypometh
1	535487	535488	17	8	36	25	14	14	22	22	0.0397417305883383	-38.00699517981	hypometh
1	558926	558927	12	10	23	22	12	3	21	3	0.0232291930961832	73.2470502181449	hypermeth
1	558993	558994	12	9	23	16	12	1	21	2	0.0315996999776874	62.3375622218739	hypermeth
1	564822	564823	13	12	23	21	20	5	31	1	0.0217367670459836	78.958914775319	hypermeth
1	667201	667202	15	5	22	10	10	10	16	15	0.0388441466625319	-55.6130397137231	hypometh
1	681616	681617	12	4	20	5	10	10	20	18	0.0308789324033628	-65.206621673359	hypometh
1	681628	681629	12	3	20	4	10	10	20	19	0.0230231104181456	-74.7930310180545	hypometh
1	681641	681642	12	4	19	6	10	8	19	18	0.041711191273086	-57.3964533850083	hypometh
1	681685	681686	11	3	18	4	11	11	19	19	0.021108092068863	-75.8619746940954	hypometh
1	734596	734597	10	4	22	12	16	0	17	0	0.0336941459695713	50	hypermeth
1	734608	734609	10	6	22	14	16	0	17	0	0.0253842793149016	62.499592639822	hypermeth
1	734675	734676	10	8	22	19	16	0	17	1	0.0186380885783305	81.3489536812337	hypermeth
1	734691	734692	10	4	22	11	16	0	17	0	0.0363893151099136	46.8750397580109	hypermeth
1	875150	875151	15	8	20	8	23	22	23	23	0.0292923425258876	-52.1144588856097	hypometh
1	886783	886784	16	0	23	0	10	9	20	20	0.0115446183519632	-96.666948217675	hypometh
1	886821	886822	16	0	23	0	10	10	20	20	0.0104195707982592	-100	hypometh
1	933173	933174	17	0	21	1	12	11	18	18	0.013020314029093	-94.0367704062425	hypometh
1	933202	933203	21	0	25	1	22	21	32	31	0.00884790926371893	-94.1259435497002	hypometh
1	933210	933211	21	0	25	1	22	21	32	31	0.00884790926371893	-94.1259435497002	hypometh
1	933235	933236	21	0	25	1	22	20	32	32	0.00884790683532631	-94.1261666299479	hypometh
1	1291139	1291140	15	1	10	2	16	15	16	16	0.0195576372998228	-84.8749705382809	hypometh
1	1291148	1291149	14	0	18	3	19	19	27	27	0.0195085050738237	-91.1790044788551	hypometh
1	1291176	1291177	14	1	18	1	19	17	27	27	0.013212907605127	-89.4029443284694	hypometh
1	1291218	1291219	13	0	17	1	18	18	27	27	0.0107744215027284	-96.6669514453381	hypometh
1	1591127	1591128	11	10	16	16	10	0	13	0	0.0160833984717791	96.297249500725	hypermeth
1	1735968	1735969	12	1	32	4	20	20	21	20	0.0127425810134862	-86.1978365399094	hypometh
1	1735983	1735984	12	1	32	6	20	20	21	20	0.0142015429124816	-81.6550209338316	hypometh
1	1735999	1736000	12	2	32	8	20	20	21	20	0.0166384516350219	-74.8325866021253	hypometh
1	1736003	1736004	12	1	32	5	20	19	21	20	0.0147054044060339	-81.4862954557389	hypometh
1	1736059	1736060	12	3	25	6	20	20	14	13	0.0210749795647038	-72.738022104561	hypometh
1	1736091	1736092	20	8	28	12	19	19	15	13	0.0347510718531314	-52.4505139260598	hypometh
1	1736199	1736200	14	4	16	5	11	11	24	23	0.0256670112116973	-67.1444276397462	hypometh
1	1744122	1744123	14	13	15	12	16	3	19	4	0.031331001294818	66.2070554999645	hypermeth
1	1744141	1744142	14	10	15	12	16	5	19	2	0.0443161262168575	55.8619954329412	hypermeth
1	1744163	1744164	14	14	15	15	16	11	19	10	0.0462572105624598	40.0004305614802	hypermeth
1	1770144	1770145	17	11	22	18	32	1	34	2	0.0161808951266254	69.8168584421342	hypermeth
1	1770166	1770167	14	9	20	9	16	0	18	0	0.0302361199172612	52.9411492052261	hypermeth
1	1770176	1770177	14	9	20	8	16	0	18	0	0.0324306863041062	50	hypermeth
1	1787140	1787141	13	0	24	1	16	16	25	24	0.0110102512807999	-94.8605350490975	hypometh
1	1787236	1787237	13	0	24	0	15	15	25	24	0.0101137657461431	-97.5006986618925	hypometh
1	1787260	1787261	13	0	24	1	16	16	25	25	0.01000295929635	-97.299116549566	hypometh
1	1801823	1801824	19	19	31	28	20	8	32	16	0.0309577061154071	47.8460361626881	hypermeth
1	1801851	1801852	19	19	31	30	20	8	32	18	0.0266685648246578	48.0025923276626	hypermeth
1	1801867	1801868	19	19	31	30	20	10	32	17	0.0281850438620987	46.0794442504092	hypermeth
1	1805044	1805045	16	0	25	4	12	12	34	33	0.0117843200288982	-88.0738242943058	hypometh
1	1811622	1811623	23	11	33	21	24	24	29	29	0.0250477335987226	-42.8575140275619	hypometh
1	1811641	1811642	23	11	33	19	24	22	29	28	0.0365323441943218	-40.7688167576922	hypometh
1	1811671	1811672	23	11	33	19	24	24	29	29	0.0227727275436562	-46.4286840570537	hypometh
1	1821869	1821870	18	6	33	15	19	0	16	1	0.0473797820699799	38.3213325629938	hypermeth
1	1828504	1828505	12	5	19	10	11	0	29	0	0.0314778936454204	48.3853035464082	hypermeth
1	1831493	1831494	20	12	33	16	17	16	14	14	0.0429287568452417	-43.9444556860107	hypometh
1	1937623	1937624	11	8	14	11	14	2	13	1	0.0385347674698549	64.8898446087836	hypermeth
1	1937634	1937635	22	21	22	19	28	5	31	7	0.0172809324403036	70.5700217957015	hypermeth
1	1937669	1937670	22	15	22	19	28	4	31	5	0.022778359885237	62.0185248547658	hypermeth
1	1937682	1937683	22	21	22	21	27	5	31	4	0.0130612550039725	79.9400081828207	hypermeth
1	1937709	1937710	22	20	22	21	28	7	31	6	0.0166916548122935	71.1499818282825	hypermeth
1	1937717	1937718	22	22	22	20	28	5	31	4	0.0128857941102999	80.202019450505	hypermeth
1	1937729	1937730	19	17	13	13	23	3	24	4	0.0178025364036602	78.8579937443928	hypermeth
1	1988389	1988390	10	8	44	44	28	2	34	0	0.0213915043013039	90.3842815990529	hypermeth
1	1988405	1988406	10	10	44	43	28	0	34	1	0.00706438519019661	96.5360269139541	hypermeth
1	2206236	2206237	13	6	15	11	14	0	19	2	0.0407285978370183	54.6531722950557	hypermeth
1	2206262	2206263	13	7	15	10	14	1	19	0	0.0344613917558221	57.68562522634	hypermeth
1	2206295	2206296	13	8	15	14	14	0	19	0	0.0355124646275064	78.0540809357884	hypermeth
1	2206305	2206306	13	9	15	12	14	0	19	0	0.0205974112598548	74.9969482421875	hypermeth
1	2206311	2206312	13	7	15	14	14	0	19	1	0.040772886631938	71.2647995927707	hypermeth
1	2206324	2206325	13	6	15	12	14	0	19	0	0.0398899747924808	63.7639060902288	hypermeth
1	2230726	2230727	17	10	15	8	10	10	24	24	0.0386978979835883	-43.750279075075	hypometh
1	2230751	2230752	17	5	15	3	10	10	24	24	0.0192201924452434	-74.9969482421875	hypometh
1	2230758	2230759	17	5	15	3	10	10	24	23	0.0226968943266685	-72.0575403429233	hypometh
1	2230775	2230776	17	0	15	2	10	9	24	24	0.0171621409834667	-90.4461712671461	hypometh
1	2230834	2230835	17	4	15	1	10	10	24	24	0.0158581421973132	-84.3772135396333	hypometh
1	2230862	2230863	17	5	15	3	10	10	24	24	0.0192201924452434	-74.9969482421875	hypometh
1	2280005	2280006	13	13	12	12	21	10	25	17	0.0462977362441017	41.3047772132063	hypermeth
1	2343120	2343121	17	17	24	24	23	0	35	0	0.0073634872346867	100	hypermeth
1	2343126	2343127	17	16	24	24	23	0	35	1	0.00859852976713368	95.8366116332242	hypermeth
1	2343139	2343140	17	17	24	24	23	0	35	0	0.0073634872346867	100	hypermeth
1	2343150	2343151	17	17	24	24	23	0	35	0	0.0073634872346867	100	hypermeth
1	2343164	2343165	17	16	24	24	23	0	35	1	0.00859852976713368	95.8366116332242	hypermeth
1	2343174	2343175	17	17	24	24	23	0	35	0	0.0073634872346867	100	hypermeth
1	2426842	2426843	12	7	11	5	10	10	15	15	0.0469038193947851	-47.82611691253	hypometh
1	2453884	2453885	21	20	24	24	20	2	27	3	0.0114683082043905	87.1381561777419	hypermeth
1	2453899	2453900	21	21	24	23	20	2	27	2	0.0108802752068976	89.2670236336238	hypermeth
1	2453920	2453921	21	21	24	24	20	1	27	7	0.0201194103218312	83.849223497544	hypermeth
1	2453954	2453955	21	19	24	24	20	0	27	4	0.0207955348360375	87.6010527183992	hypermeth
1	2453974	2453975	21	20	24	23	20	2	27	9	0.0170281562110343	72.1512536297771	hypermeth
1	2453981	2453982	21	21	24	24	20	4	27	11	0.0176835345306704	68.2607960439924	hypermeth
1	2453984	2453985	21	21	24	22	20	4	27	14	0.0425896087318513	58.3329875491469	hypermeth
1	2453990	2453991	21	21	24	24	20	5	27	10	0.0162574492399425	68.084909721829	hypermeth
1	2457547	2457548	24	24	25	25	27	18	24	17	0.0384989465612079	31.3727037961007	hypermeth
1	2457569	2457570	24	24	25	25	27	16	24	13	0.0269273563789281	43.1375776272952	hypermeth
1	2457620	2457621	24	24	25	25	27	15	24	13	0.0255505491931152	45.0982179306748	hypermeth
1	2457772	2457773	11	11	21	21	23	16	14	8	0.0492777670448801	35.1360469801391	hypermeth
1	2457792	2457793	11	11	21	21	23	15	14	8	0.045427706891226	37.8382656775756	hypermeth
1	2457803	2457804	11	11	21	21	23	13	14	7	0.0363780087073371	45.9460788779042	hypermeth
1	2739338	2739339	10	0	18	0	11	11	18	18	0.0124227773806513	-100	hypometh
1	2739407	2739408	15	0	27	2	13	12	23	23	0.0118763278739636	-92.4630352878313	hypometh
1	2739423	2739424	15	1	27	1	13	13	23	23	0.0106958465705245	-95.2386390032066	hypometh
1	2739467	2739468	15	2	27	0	13	13	23	22	0.0128485479902456	-92.3134219282805	hypometh
1	2794277	2794278	21	15	24	12	31	30	17	16	0.0473579273699383	-35.8307264977648	hypometh
1	2914522	2914523	18	8	36	16	28	0	18	0	0.0266547917036201	44.4446701192592	hypermeth
1	2979511	2979512	11	11	28	27	25	1	15	1	0.0116526076476011	92.4351009755453	hypermeth
1	3187796	3187797	29	0	24	0	18	16	28	14	0.0454783084612601	-68.6852022979443	hypometh
1	3258496	3258497	12	7	24	15	19	0	16	0	0.0242273269786726	61.1106585095874	hypermeth
1	3258532	3258533	12	5	24	8	19	0	16	0	0.0454614574977622	36.1114559306688	hypermeth
1	3338106	3338107	10	3	18	10	16	16	12	12	0.0358392829756212	-53.5713883405954	hypometh
1	3356091	3356092	17	17	29	28	28	22	44	25	0.0480948136076379	32.0622163356444	hypermeth
1	3626548	3626549	14	2	22	4	23	23	20	20	0.0135212591294326	-83.3311188963602	hypometh
1	3721792	3721793	18	18	19	18	41	1	40	2	0.00859185913280364	93.5961774759357	hypermeth
1	3721799	3721800	18	18	19	19	41	0	40	1	0.00719322786203094	98.7657286813045	hypermeth
1	3721825	3721826	18	18	19	19	41	0	38	1	0.00727277748311376	98.7346315474345	hypermeth
1	3721833	3721834	18	17	19	19	41	0	40	1	0.00779440550495565	96.0648470213389	hypermeth
1	3721843	3721844	18	18	19	18	41	0	40	0	0.007274468820396	97.2991184151886	hypermeth
1	3734153	3734154	16	14	31	30	21	8	26	0	0.0499193641678196	75.9151590387717	hypermeth
1	3734156	3734157	16	15	31	31	21	3	26	1	0.0105949344379307	89.3607394370012	hypermeth
1	3753394	3753395	14	11	19	17	20	1	22	0	0.0156110656993727	82.4692372156823	hypermeth
1	3753424	3753425	21	20	39	38	31	3	33	3	0.00862780725917493	87.2915596242388	hypermeth
1	3753444	3753445	21	20	39	39	31	3	33	3	0.00812292333046374	88.9584341948255	hypermeth
1	3753452	3753453	21	21	39	39	31	2	33	1	0.00670491899980342	95.3130177543106	hypermeth
1	3753458	3753459	21	17	39	34	31	1	33	1	0.00978012143102331	81.8766056311001	hypermeth
1	3753466	3753467	21	20	39	37	31	4	33	0	0.0100185835019874	88.7245956174935	hypermeth
1	4524300	4524301	11	9	25	17	21	21	30	30	0.047580363807421	-27.7777479513383	hypometh
1	4713095	4713096	25	23	31	26	16	2	25	1	0.0139281520634184	80.1853482509389	hypermeth
1	4713109	4713110	25	20	31	26	16	2	25	1	0.0161453083231029	74.827381930089	hypermeth
1	4713156	4713157	25	23	31	24	16	2	25	1	0.0153769477092204	76.6153640590017	hypermeth
1	5035995	5035996	14	13	14	12	12	1	17	0	0.0191180834482044	85.8347056848904	hypermeth
1	5036030	5036031	14	13	14	11	12	1	17	0	0.0208398797897745	82.2660015130431	hypermeth
1	5036157	5036158	14	13	14	14	12	1	16	0	0.0161626026804488	92.8516808981595	hypermeth
1	5036162	5036163	14	12	14	14	12	0	17	0	0.0174426779126307	92.859960502564	hypermeth
1	5036180	5036181	15	15	20	20	26	0	27	0	0.00834849349329696	100	hypermeth
1	5036214	5036215	22	20	24	19	38	0	39	0	0.00862641261948755	84.7841833090883	hypermeth
1	5036219	5036220	22	20	23	22	38	0	39	0	0.00732364377123136	93.3333417727564	hypermeth
1	5036246	5036247	22	20	24	20	38	0	39	0	0.00826234100022476	86.9565078430154	hypermeth
